Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
2,Good work life balance,nan,If you are lucky you get a good team to work with or a good boss that will try to push you upwards but it doesnt happen because policies are in place so no amount of hard work will reward you with anything substantial,Super slow progression your immediate superior does not have power to push you and the HR policies will deflect any reasonable and valid request for progression even if its justified No staff retention action keep removing staff welfare over the years no stocksshares combine 13th month into base pay spread across 12 months performance bonus need to work until die no day no night then maybe get a bit reorg and reorg no transparency no vision or security about whats coming next no explanation on anything done especially about reorgs Terrible company terrible management highest exitrate I have ever seen was a team full of people leaving at the same time leaving the project team empty and no replacements were allocated A lot of people here are just chilling and getting by no skillset no knowledge but somehow work for many years and enjoying oldstaff benefits while the skilled ones are all drowning in work with no help in sight Processes in place hints that management has no idea what their problem is and prioritizes PR stuff instead of their employees,Software Engineer,Current Employee,Ang Mo Kio New Town,30/12/2020
3,Salary,nan,Work life balance no micro manage,Challenging for internal promotion Need contacts,Account Manager,Current Employee,Singapore,11/07/2021
3,At least trying to improve,nan,Good colleagues Flexible Good canteen Easy to access for work Good for stepping stone,Pay too low No career progression,Quality Inspector,Current Employee,Singapore,28/06/2021
4,Good company with work life balance,nan,Management is okay Looking to improve instead of sticking to old school style,Nothing much to add on,Senior Executive,Current Employee,Singapore,17/02/2021
4,Stable and Gov,nan,Good working environment with supportive bosses,Salary increment may not be competitive,Anonymous Employee,Current Employee,nan,28/02/2021
3,nan,nan,Stable not much pressure fair benefit,not much space for growth and old style,Senior Engineer,Former Employee,Maryland Heights MO,08/07/2021
3,Past experience,nan,Nothing much to say for now,Nothing to complain about for now,Software Engineer,Current Employee,Singapore,11/06/2021
4,Programmer life,nan,Secure and stable workplace benefits,Not bery fast career progression,Engineer,Former Employee,Paya Lebar,09/06/2021
3,Salary,nan,work life balance is good,low pay with not much incentives,Programmer,Current Employee,Jurong West New Town,09/06/2021
4,Low Salary,nan,Pay pay pay pay pay,Long hours bottom of food chain,Senior Engineer,Current Employee,Singapore,05/06/2021
3,Good experience overall with a nice boss,nan,Good for people who want to retire and lead an easy life,Low Salary constantly being told them Im highly paid even though Im 23k away from market rate No drive,St Engineering Manager,Current Employee,Singapore,19/03/2021
4,Can be better,nan,Good colleagues culture and boss,Pay is not very competitive,Assistant Manager,Former Employee,Singapore,24/05/2021
4,Defence unique,nan,Good staff benefits work life balance,Low salary annual increment,Finance Executive,Current Employee,Singapore,26/05/2021
4,good to work,nan,Enable fresh graduates to learn design prototyping and serial production through different programs,Restrictions due to security Limited resources,Mechanical Design Engineer,Current Employee,Singapore,11/05/2021
5,Good,nan,Have stable and reliable working environment,Technology is out of date not good for fresh graduate,Project Manager,Current Employee,Ang Mo Kio New Town,04/05/2021
4,Company focus on RD and no sense of belonging,nan,It’s good to work there if you are in a project management role,Cost structure difficult to get new business,Senior Manager,Current Employee,Singapore,17/04/2021
3,Typical culture,nan,Freedom to move around and flexible with WFH arrangements,Not much communication with Management,Procurement Executive,Current Employee,Singapore,03/04/2021
3,Working enviroment,nan,Work life balance depend on which department you are in,Pay package abit Low Can be improve,Planning,Former Employee,nan,17/05/2021
3,Good company,nan,work life balance and friendly working colleagues,Slow progression as promotions are hard to come by,Engineer,Former Employee,Singapore,19/05/2021
4,Lousy pay Good to hide in while the Covid19 storm passes,nan,Good working environment and good culture,Long working hour and many deadlines,Senior Engineer,Current Employee,Singapore,25/05/2021
2,Poor career progression for employee,nan,Stability tolerant of extremely poor performers at the expense of hard workers,Very lousy pay HR didn’t state up front there was no 13th month pay,Project Manager,Current Employee,Singapore,28/02/2021
1,Average Working Place,nan,No pros to share sorry,Low pay red tape all talk no action Poor career progression for employee Technology using 50 years back Within 2 years everything is drawback in ST Engineering Aerospace Reducing salary after signed contract,Senior Software Engineer,Former Employee,Singapore,20/05/2021
3,Poor place to work,nan,9 to 5 job consistent work market rate pay,Have to take on multiple projects management may not notice you so hard to get promoted have traditional hierarchy system not much growth have to rely on yourself to learn,Engineer,Current Employee,Singapore,22/02/2021
1,A nice environment to learn and grow,nan,Working with aircrafts and harmful chemicals,Poor management Stone age rules No work life balance Poorly paid,Licensed Aircraft Maintenance Engineer,Current Employee,Changi Village,09/07/2021
5,Poor management,nan,There are lots of room and opportunity to learn new skillsets,You will need to get to know a lot of people fast in order as there are various teams in the Shared Services,Training Executive,Current Employee,Western Islands,21/03/2021
2,Lead system engineer,nan,Can selflearn alot of things,Manager have no sense of direction when it comes to project Expect employees to use skills future for the benfit of the company,Engineer,Former Employee,nan,30/03/2021
3,Stable pay,nan,Great colleagues to work with,Management need to know how to retain employees,Anonymous Employee,Former Employee,nan,22/06/2021
3,military aircraft,nan,Stable pay is the only attraction,Bureaucracy red tapes management is filled with rank and file that secures their own job,Assistant Engineer,Current Employee,Singapore,20/05/2021
3,Na,nan,stable challenging worklife balance Overtime pay,pay management negative environment career progression,Service Engineer,Current Employee,Paya Lebar,24/06/2021
3,Politics,nan,Work life balance for employee,Management policies need to be improved,Engineer,Current Employee,Boon Lay,25/06/2021
1,Good place for learning and mega project exposure,nan,Easy Life Go home on Time,No Benefits Bonus all fixed,Engineer,Current Employee,Singapore,26/08/2021
4,Excellent engineering training ground,nan,Opportunities to work in large projects good exposure to latest technologies you can attend many technical soft skills training courses,Processdriven conservative too much paperwork,Consultant,Former Employee,Singapore,07/11/2020
4,Review,nan,Financial Stability Training Availability Good Work Environment,Slow pace of work progression increments is standard across a few grade management can be too risk averse,Principal Engineer,Current Employee,Jurong West New Town,25/10/2020
3,Stable Job,nan,Very slow pace No aws Bonus is good if you performed well,Very slow pace slow increment and advancement,Software Engineer,Current Employee,Ang Mo Kio New Town,09/06/2021
3,Working environment,nan,Safe and stable job decent work life balance,Lack of progression management can be old school at times,Engineer,Current Employee,Singapore,08/06/2021
3,Good,nan,fair work and life balance,The working is Quite boring,Software Engineer,Former Employee,nan,24/06/2021
4,Good for fresh grad,nan,Lots of learning and experience,Welfare for employee can be improve,Material Planner,Current Employee,Singapore,14/02/2021
4,Design Engineer,nan,No ot and fixed working time Performance bonus every year Takes care of employees,Progression is slow and company has many hierarchy,Executive,Current Employee,Bedok New Town,13/01/2021
3,Good,nan,Very stable Opportunities to learn,Very slow career progression Resistant to change,Mechanical Design Engineer,Current Employee,Jurong,19/06/2021
2,ST Engineering,nan,Easygoing and flexible management style,Work culture not productive enough,Electrical Engineer,Former Employee,Singapore,25/06/2021
4,Pros Cons,nan,Stable for now until the new CEO came in,No bonus for sales personal from projects signed,Systems Engineer,Current Employee,Singapore,25/01/2021
3,Company Environment,nan,work life balance team work,not a place for career growth,Senior Engineer,Former Employee,Boon Lay,17/06/2021
3,pay is low,nan,Good place to pick up skills and learn for fresh graduate,Scholar oriented company Scholar will be prioritize for chances or opportunities,Senior Engineer,Current Employee,Singapore,12/05/2021
3,Good employer,nan,work life balance is good,hard to promote in the company,Manager,Current Employee,Singapore,13/06/2021
5,Not Bad,nan,Everybody is serious about their work,In my view not much cons working in this company,Senior Manager,Former Employee,Singapore,22/01/2021
2,nan,nan,Opportunity to learn different projects,Old management thinking and red tape,Commercial Executive,Current Employee,nan,16/06/2021
3,Good environment,nan,Nothing much to say for now,Nothing to complain about for now,Software Engineer,Current Employee,Singapore,11/06/2021
5,Programmer life,nan,Good Working Life Nice College,No progression as it is projectbased,Associate Engineer,Current Employee,Jurong East New Town,23/01/2021
3,good,nan,work life balance is good,low pay with not much incentives,Programmer,Current Employee,Jurong West New Town,09/06/2021
4,Great culture,nan,great working environment and culture,low salary slow progression sometimes need to OT,Engineer,Former Employee,Singapore,25/01/2021
5,Low Salary,nan,Great culture good people and workplace,No and I think it is a good company,Category Manager,Former Employee,Singapore,14/01/2021
3,Great company,nan,Good for people who want to retire and lead an easy life,Low Salary constantly being told them Im highly paid even though Im 23k away from market rate No drive,St Engineering Manager,Current Employee,Singapore,19/03/2021
5,Good,nan,Great for fresh grad to learn,Slow pace and Pay is average,Senior Engineer,Current Employee,Singapore,20/01/2021
4,Good Company,nan,Friendly colleagues give you support,No work life balance when busy,Assistant Manager,Current Employee,nan,26/01/2021
5,Quality,nan,Lots of flexibility Friendly environment Competitive package,NAME,Graduate Student,Former Employee,Singapore,20/01/2021
4,Job,nan,Work experience for first job,Increment salary too low compared to market,Senior Engineer,Current Employee,Singapore,22/01/2021
4,Good,nan,Helpful colleagues and teamwork on site,Bad management in the company direction,Service Engineer,Current Employee,nan,20/01/2021
4,Company focus on RD and no sense of belonging,nan,Get to learn and explore new ideas,Salary too low for the effort you put,Senior Engineer,Current Employee,nan,13/01/2021
3,Typical culture,nan,Freedom to move around and flexible with WFH arrangements,Not much communication with Management,Procurement Executive,Current Employee,Singapore,03/04/2021
3,Working enviroment,nan,Work life balance depend on which department you are in,Pay package abit Low Can be improve,Planning,Former Employee,nan,17/05/2021
3,Lousy pay Good to hide in while the Covid19 storm passes,nan,work life balance and friendly working colleagues,Slow progression as promotions are hard to come by,Engineer,Former Employee,Singapore,19/05/2021
2,Poor career progression for employee,nan,Stability tolerant of extremely poor performers at the expense of hard workers,Very lousy pay HR didn’t state up front there was no 13th month pay,Project Manager,Current Employee,Singapore,28/02/2021
1,Average Working Place,nan,No pros to share sorry,Low pay red tape all talk no action Poor career progression for employee Technology using 50 years back Within 2 years everything is drawback in ST Engineering Aerospace Reducing salary after signed contract,Senior Software Engineer,Former Employee,Singapore,20/05/2021
3,Poor place to work,nan,9 to 5 job consistent work market rate pay,Have to take on multiple projects management may not notice you so hard to get promoted have traditional hierarchy system not much growth have to rely on yourself to learn,Engineer,Current Employee,Singapore,22/02/2021
1,good,nan,Working with aircrafts and harmful chemicals,Poor management Stone age rules No work life balance Poorly paid,Licensed Aircraft Maintenance Engineer,Current Employee,Changi Village,09/07/2021
4,Principal Engineer,nan,worklife balance good team and flexible hour,slow promotion very little exposure,Cybersecurity Consultant,Current Employee,Singapore,12/01/2021
4,Good but boring,nan,Good local culture many Singaporean,Salary growth is slow some scope is too niche to find jobs in other industries,Principal Engineer,Current Employee,Singapore,22/03/2021
3,Great Place but Slow moving culture,nan,Wonderful job security wl balance,Big old dinosaur lower salary than market price,Data Scientist,Current Employee,Singapore,15/03/2021
5,a,nan,The people The scope of work Lot of learning and independence on approaching projects,Fragmentation of depts causes lot of unnecessary conflicts Too much emphasis on time charge causing rushing of work leading to less than great results,Engineer,Current Employee,Jurong West New Town,02/02/2021
3,Outsourced employee,nan,stable office job with nice superior,no much progression for career,IT Helpdesk Support,Former Employee,Singapore,13/04/2021
4,Worklife in ST,nan,work life balance good place for fresh grads to learn,slow progress little increment,Software Engineer,Current Employee,Singapore,26/03/2021
2,Working in ST Engineering,nan,Good learning ground touches alot on handson skills,No progression yearly salary increment less than 50 very low bonus for the executives,Software Engineer,Current Employee,Jurong West New Town,21/02/2021
3,Software Engineer,nan,Quite independent Bosses dont micromanage,Doing things outside your job scope,Software Manager,Current Employee,Ang Mo Kio New Town,03/04/2021
4,Below average pay,nan,Many things to learn Open to innovate,A very hierarchy based structure,Software Engineer,Current Employee,Singapore,01/04/2021
3,work environment,nan,Nice colleagues moderate benefit no stress,Old technology slow decision,Software Engineer II,Current Employee,nan,03/04/2021
2,Meh,nan,It has a nice reputation,The work is never ending,Assistant Manager,Current Employee,Bedok New Town,08/04/2021
2,nan,nan,Good first step to learn,Boring and management is very slow,Software Engineer,Current Employee,nan,13/05/2021
2,Work,nan,Great working environment and culture,Management from department not that good,Software Engineer,Former Employee,Ang Mo Kio New Town,10/05/2021
4,Review,nan,Stable good work life balance,slow moving projects and career growth,Design Engineer,Current Employee,Singapore,27/12/2020
3,Good,nan,Career rotation and systematic work,Bad Management and low pay but got bonus,Engineer,Current Employee,Tampines New Town,05/05/2021
3,Please read this,nan,Pay pay pay pay pay,People people people people people,Engineer,Current Employee,Tullamore Offaly,11/05/2021
1,Aerospace Engineer,nan,NAME,Too much politics affecting work life balances pays too little as compared to the industry micromanages too much on engineering hours,Design Engineer,Current Employee,nan,13/04/2021
4,I worked with professionism safety quality and presicion,nan,Colleagues are easy to work with,Lack of mentorship lotsa politics at management level,Engineer,Current Employee,Singapore,17/12/2020
4,Work life balance,nan,More overtime and good people to worked with,Less equipment and less training to provide with technician,Aircraft Maintenance Technician,Former Employee,Tampines New Town,18/11/2020
4,OK company,nan,Good for retirement plans for 40yrs above,No career progression don’t expect huge bonus,Executive,Current Employee,Ang Mo Kio New Town,12/12/2020
4,Please stay away,nan,Job stability opportunities for learning new things,Below average salary in industry,Senior IT Administrator,Current Employee,Singapore,19/12/2020
1,Not applicable,nan,None nothing to comment on this company Please stay away,Need to covet for 10 people and they dont hire,Technical Manager,Current Employee,Singapore,19/06/2021
3,Average Company,nan,A place to learn get experience,Might have politics in some teams Might not be able to learn much,Consultant,Former Employee,Singapore,15/04/2021
2,You needed someplace to start,nan,Job security I really cannot think of anything else,Pay is low no sales commissions too many former military with little to no experience in a commercial company leading people terrible work culture and even worse management style There is a reason why university grads avoid this company,Sales,Current Employee,Boon Lay,15/02/2021
3,Good engineering company but,nan,Great co colleagues Facilities are awesome,Ensure your prospect is declared from start,Test Engineer,Current Employee,Singapore,25/04/2021
3,na,nan,Wide spectrum of engineering business in one group,Sometimes Long working hours not much career growth,Senior Executive,Current Employee,Jurong West New Town,15/04/2021
2,Work life balance,nan,good for fresh grad as a start,no prospect politic and stagnant,Engineer,Former Employee,nan,04/05/2021
4,Good Place to work learn,nan,Good Colleagues and Work life balance,however sometime you need to OT,Anonymous Employee,Current Employee,nan,13/12/2020
4,Somewhere I would not want to be,nan,Experience a wide range of technological exposure,Need to be patient with management,Supplier Quality Manager,Current Employee,Singapore,30/11/2020
2,Overall quite a good company,nan,Nothing good to me in my opinion,PM not doing his job No teamwork,Systems Engineer,Former Employee,nan,17/04/2021
3,Stable,nan,Good environment Work life balance,Rush to wait wait to rush environment,Systems Engineer,Former Employee,nan,20/04/2021
3,Working in ST,nan,Get to learn and experience fullstack development in your project Great collaborativeness and exposure among the project team Awesome worklife balance,Really slow progression Offsite projects will likely result in you having low visibility in management eyes when your performance and progression is being assessed,Software Engineer,Current Employee,Singapore,18/11/2020
3,Bad Culture,nan,able to have work life balance,poor management and high turnover rate,Software Engineer,Current Employee,Ang Mo Kio New Town,21/04/2021
3,Good for learning bad for progression,nan,Exposed and learn many thing at the same time,Too much work given with little time,Senior Engineer,Current Employee,Singapore,08/03/2021
2,decent,nan,Good if you wanna learn they will give everything to you if you are willing to take,They treat u the same no matter u are super hardworking or super lazy,Senior Software Engineer,Former Employee,Singapore,01/03/2021
4,Software,nan,decent work place with good opportunities,tend to be top heavy,Manager,Current Employee,Singapore,10/12/2020
4,Average,nan,Worklife balance Good learning place,NAME,Associate Engineer,Current Employee,nan,26/11/2020
4,In the midst of transformation,nan,Stable income talk to get promoted,Non stop hands on dull work,Systems Engineer,Current Employee,Ang Mo Kio New Town,07/12/2020
5,Review of Aerospace Sector,nan,Stable open many doors and great stepping stone,Chance of promotion is 1 out 10,Regional Sales Manager,Current Employee,Singapore,02/11/2020
3,Review,nan,1 Job security especially for Singaporeans 2 Decent work life balance,1 Poor facilities upkeep 2 Uninspiring conservative leadership 3 Staff remuneration is slightly below market rate,Engineer,Current Employee,Singapore,16/03/2021
2,A disconnect,nan,Not applicable to have pro,salary not up to market,Engineer,Current Employee,nan,25/04/2021
3,Senior Engineer,nan,They have a lot of benefits in working for them,They often work from a top down approach and can be very restrictive on innovation and improvement at times,Associate Engineer,Current Employee,Singapore,22/01/2021
4,Poor working culture,nan,Stable and good working environment,Progression path is unclear and lack structure,Senior Engineer,Current Employee,Jurong East New Town,17/02/2021
2,Good for management,nan,Opportunity to learn new skills yearly,Poor working culture Unrecognised effort and contribution,Software Engineer,Current Employee,nan,27/01/2021
2,Bad management,nan,Flexible hours sometimes no need to clock in Got chance to learn for technology and implement small items Got friendly colleagues avoid those unfriendly one,Very hard to issue PO very jialat system some even no system need to manually do RD no good develop no career advance for engineer High turn over rate and even offer in contract,Senior Hardware Engineer,Former Employee,Singapore,02/11/2020
3,Low salary,nan,NAME,Bad management Lack of manpower have to do all the works High turnover rate,Software Engineer,Current Employee,nan,04/02/2021
2,unjust salary adjustment,nan,there is work life balance,Extremely low salary below market rate,Engineer,Current Employee,Singapore,19/02/2021
2,,nan,manageable working hours no needless OTs,salary adjustment during covid even when still largely profitable,Engineer,Current Employee,nan,18/01/2021
2,Culture remain the same,nan,More stable job as compared to private firms,Very rigid structure Little room for promotion,Project Engineer,Current Employee,Bedok New Town,18/02/2021
3,Good place for learning and mega project exposure,nan,Freedom that let you stay where you are and how long,Culture remain the same not all military guy knows about the business,Manager,Former Employee,nan,18/01/2021
4,Lack leadership,nan,Opportunities to work in large projects good exposure to latest technologies you can attend many technical soft skills training courses,Processdriven conservative too much paperwork,Consultant,Former Employee,Singapore,07/11/2020
3,Excellent engineering training ground,nan,Decent work salary Decent work life,lack leadership management do not have a clear view on how to lead a VAPT team,Consultant,Current Employee,nan,24/01/2021
4,Good,nan,Financial Stability Training Availability Good Work Environment,Slow pace of work progression increments is standard across a few grade management can be too risk averse,Principal Engineer,Current Employee,Jurong West New Town,25/10/2020
4,Good for fresh grad,nan,Lots of learning and experience,Welfare for employee can be improve,Material Planner,Current Employee,Singapore,14/02/2021
4,Good for retirement,nan,No ot and fixed working time Performance bonus every year Takes care of employees,Progression is slow and company has many hierarchy,Executive,Current Employee,Bedok New Town,13/01/2021
3,ST Engineering,nan,Allow employees to learn at their pace,May not be suitable for the young and forceful,Engineer,Current Employee,Singapore,12/01/2021
4,Good employer,nan,Stable for now until the new CEO came in,No bonus for sales personal from projects signed,Systems Engineer,Current Employee,Singapore,25/01/2021
5,Too many levels,nan,Everybody is serious about their work,In my view not much cons working in this company,Senior Manager,Former Employee,Singapore,22/01/2021
3,Good environment,nan,Good work life balance Will be at an advantage if management favors you,Low increment and career progress slow,Senior Engineer,Current Employee,Singapore,04/01/2021
5,Never wake up,nan,Good Working Life Nice College,No progression as it is projectbased,Associate Engineer,Current Employee,Jurong East New Town,23/01/2021
1,NonDiverse Employee Staff Ratio,nan,If you are in favour all are pros,Poor bossy and ignorant senior management Promotion based on favoraritism but not performance The survivers are lazy toxic and talkative colleagues including senior staffs like sabotaging many good performers to leave The longer one stays the more miserable,Project Manager,Former Employee,Jurong East New Town,07/01/2021
2,Engineering company,nan,Work life balance Stable income Match market rate salary,Primarily Singaporean Chinese little to no minority race Slow career progression 35 years to senior executive Minimal increment At sector no proper maternity facilities for women At sector 9 months in have not be allocated own laptop Length of service prioritize more than skill set capability Not a great environment for fresh grads,Executive,Current Employee,Boon Lay,17/07/2020
4,Work Culture,nan,Stable job friendly working environment,Limited opportunity for career progression,Manager,Current Employee,nan,27/11/2020
4,STE infocomm,nan,Good work culture encouraging environment,Lower Pay or Inadequate Remuneration,Engineer,Current Employee,Singapore,26/11/2020
3,Good place to start,nan,Good place for exposured and career development,High work load and high turnover rate,Senior Network Engineer,Former Employee,Jurong East New Town,16/10/2020
3,Comfortable,nan,Starting pay can be said to be more than competitive,The headline says it all,Senior Engineer,Current Employee,Singapore,25/10/2020
5,,nan,Work life balance and comfortable project pace,Everything else is balanced progressionpay,Software Engineer,Current Employee,Singapore,19/11/2020
3,STENG,nan,Ok company for fresh grad,Stagnant progression and can’t learn much,Project Engineer,Current Employee,Singapore,26/11/2020
3,Work life balance,nan,Large Company is able to practise a wide range of engineering,Too many management staffs directing too few doers on the floor,Principal Engineer,Former Employee,Jurong West New Town,31/10/2020
4,Good company to be with,nan,There is work life balance,The salary is so so,Senior Process Engineer,Current Employee,Western Water Catchment,21/11/2020
4,Long working hours low pay,nan,Can involve with big picture,Big pictures can be tiring,Supplier Quality Manager,Current Employee,Jurong West New Town,02/11/2020
1,Depends,nan,Stable job Every month get paid on time Suitable for Boomers,Taiji masters every where Too much lip service Upper management do not want to take responsibility No work life balance Not suitable for young ppl,Anonymous Employee,Current Employee,nan,07/12/2020
3,Don’t do it,nan,High salary hope that you meet a good leader then you will have work life balance,If you were to meet a bad superior you will be expected to do everything,Systems Engineer,Current Employee,Ang Mo Kio New Town,26/08/2020
1,Nice colleagues complex hierarchy,nan,5 day week not 7,The world is bigger than Singapore,Project Manager,Former Employee,Stansted England,18/01/2021
3,Exposure,nan,Most colleagues are friendly and helpful Have chance to expose to big events,Scholars are always on priority list no matter they are good or not Many directors talks a lot but not helpful and holding very high pay Basic pay is low Complex hierarchy things need longer time to be processed,Project Marketing,Current Employee,nan,12/08/2020
3,Review headline,nan,Wide area of business Good exposure,Not enough rotation for nonscholars,Account Manager,Former Employee,Singapore,12/11/2020
3,Good,nan,Decent working environment for a singapore company,Nothing much to say here,Technical Writer,Current Employee,Singapore,26/10/2020
5,Benefits and opportunities for exposure,nan,Good prospect and job stability,Welfare and old management thinking,Engineer,Current Employee,Paya Lebar,01/11/2020
5,Not for the driven type,nan,Areas for exposure such as willing to let you hands on and do it your way,Demanding colleague that have no consideration,Executive,Current Employee,Tampines New Town,19/09/2020
3,General Review,nan,Good work life balance here,Legacy baggage preventing transformation efforts,Sales Manager,Former Employee,nan,22/10/2020
3,Na,nan,Salary and benefit is competitive,Lots of stress require to work after hours,Project Manager,Current Employee,nan,19/10/2020
1,Some Good Work Life Balance,nan,Relaxed environment OTOT Low standards to meet,Poor career progression Old people Slow pace,Marketing Communications Manager,Former Employee,Singapore,10/01/2021
3,Great culture,nan,Stable opportunities for a variety of projects,Slow progression unless took up a scholarship,Principal Engineer,Current Employee,Singapore,05/10/2020
5,Good place to retire,nan,Loved the people and the culture,Not as agile as I would have liked,General Manager,Former Employee,Singapore,07/10/2020
2,Below Average,nan,Good work life balance and friendly environment,Little upwards improvement Mostly lateral sideways promotion Low Salary,Senior Engineer,Former Employee,Singapore,06/10/2020
2,Bad management Do not care about engineer,nan,Some colleagues are experienced and a good mentor,Different departments different workloads Very political environment,Engineer,Current Employee,nan,13/10/2020
2,Good,nan,Work life balance Good place to retire,Bad management Bad progression for technical people,Anonymous Employee,Former Employee,nan,27/09/2020
3,Life in ST,nan,Good Annual Bonus and Staff Benefits,Low Basic Salary and long hour work,St Engineer,Current Employee,Singapore,11/10/2020
3,No clear career progression,nan,Good Work life balance at work,Lack of ownership and accountability,Assistant Principal Engineer,Current Employee,Jurong West New Town,26/09/2020
2,Low learning opportunity,nan,Iron ricebowl if you dont screw up,No career progression lousy staff benefits parachuters from SAF,Engineer,Current Employee,Singapore,01/09/2020
4,Rating,nan,Work life balance medical benefits allowance,Using out to date tech,Software Engineer,Current Employee,nan,02/10/2020
4,Wide ranging business,nan,Good exposure to many things,Not enough benefits for staff,Assistant Principal Engineer,Current Employee,Singapore,07/10/2020
4,Not bad,nan,Executive levels are driving business excellence,frequent changes requires focus on deliverable and adopting changes,AVPOperations,Current Employee,nan,19/09/2020
3,Stable career,nan,Good allowance reasonable pay conducive environment,Stingy boss micro manage Long hours,Systems Engineer,Current Employee,Singapore,23/09/2020
4,Good company but room for improvement,nan,stable standard working hours opportunity to improve,highly bureaucratic rigid and highly structured,Sales,Former Employee,Singapore,23/09/2020
3,TOP company in Singapore,nan,Colleague are friendly some willing to impart skill and knowledge gracious working culture when do wrong thing will be forgiven,Stressful environment depends on the role you are,Planner,Current Employee,Singapore,12/08/2020
5,Ok workplace,nan,A lot of freedom given at work with a lot of room for self reflection,Top down instruction flow like army style,Logistics Specialist,Current Employee,Tampines New Town,26/08/2020
1,ST Engineering Review,nan,There is no pros to mention,Most of the days are bad Toxic management,Software Engineer,Former Employee,nan,23/11/2020
3,Company with stability,nan,As an integrated company there are a lot to learn inter company,Can be quite military style as most of the higher management comes from military background,Senior Executive,Current Employee,Singapore,16/08/2020
3,good,nan,Stable pseudo government Typical engineering company,Limited learning opportunities Low pay,Business Development,Current Employee,nan,24/09/2020
2,Bad management Do not care about engineer,nan,fleixble working hours work life balance,more you do more arrow you will get,Engineer,Former Employee,Singapore,09/09/2020
2,Good,nan,Work life balance Good place to retire,Bad management Bad progression for technical people,Anonymous Employee,Former Employee,nan,27/09/2020
3,Life in ST,nan,Good Annual Bonus and Staff Benefits,Low Basic Salary and long hour work,St Engineer,Current Employee,Singapore,11/10/2020
3,No clear career progression,nan,Good Work life balance at work,Lack of ownership and accountability,Assistant Principal Engineer,Current Employee,Jurong West New Town,26/09/2020
2,Not bad,nan,Iron ricebowl if you dont screw up,No career progression lousy staff benefits parachuters from SAF,Engineer,Current Employee,Singapore,01/09/2020
3,Good company but room for improvement,nan,Good allowance reasonable pay conducive environment,Stingy boss micro manage Long hours,Systems Engineer,Current Employee,Singapore,23/09/2020
3,Ok workplace,nan,Colleague are friendly some willing to impart skill and knowledge gracious working culture when do wrong thing will be forgiven,Stressful environment depends on the role you are,Planner,Current Employee,Singapore,12/08/2020
1,ST Engineering Review,nan,There is no pros to mention,Most of the days are bad Toxic management,Software Engineer,Former Employee,nan,23/11/2020
3,Company with stability,nan,As an integrated company there are a lot to learn inter company,Can be quite military style as most of the higher management comes from military background,Senior Executive,Current Employee,Geneva,16/08/2020
3,good,nan,Stable pseudo government Typical engineering company,Limited learning opportunities Low pay,Business Development,Current Employee,nan,24/09/2020
2,Technical Manager,nan,fleixble working hours work life balance,more you do more arrow you will get,Engineer,Former Employee,Geneva,09/09/2020
5,Good company to retire,nan,Good management team and fair to employees,Slow progression Especially when you become Mgrade,Technical Manager,Current Employee,Singapore,20/08/2020
3,Ok lah,nan,Not much work and worklife balance Stable,The salary is not competitive Nothing much to learn from the managers,Data Analyst,Current Employee,Singapore,12/08/2020
3,Conservative,nan,It a semi gov company,Each subsidiary of st engineering does not see eye to eye,Systems Integration Engineer,Current Employee,Tuas,19/08/2020
3,Not great,nan,Generally ok environment with nice colleagues,Progression may be difficult unless you shine like a star among the sea of engineers Ok if you are contented,Principal Engineer,Former Employee,Jurong West New Town,27/07/2020
2,Experience,nan,Some big projects to handle,Quite regimental in how they operate,Anonymous Employee,Former Employee,nan,02/09/2020
3,Whole Organisation with Plenty of Opportunities,nan,Casual wear Strong and stable company,Be careful on security handling matter,Software Engineer,Current Employee,Ang Mo Kio New Town,31/08/2020
4,Nice Starting Point,nan,Transforming into a modern workplace,Lack of trust between managers and staff hence not every manager support WFH fully,Manager,Current Employee,Singapore,27/07/2020
3,Work,nan,Provides nice work life balances,Bonuses given are not very impressive,Software Engineer,Current Employee,nan,25/08/2020
4,STM,nan,Great colleagues great environment colleagues and micellaneauous benefits,Low Pay Low pay low pay,Technician,Former Employee,nan,21/08/2020
3,Average,nan,Good exposure to many projects,Long hours A lot of deadwood exSAF,Senior Engineer,Former Employee,nan,27/08/2020
3,Working in st engineering,nan,Work Life Balance Reasonable work load,Low salary People who cannot do work are also hired,Consulting Hardware Engineer,Current Employee,nan,14/01/2020
2,Software Engineer,nan,Flexibility given when needed by the staffs Depends which department,no work life balance Always last minute issues and even called back during weekends,Engineer,Former Employee,Jurong West New Town,12/01/2019
3,company working for communication on railway,nan,Good for fresh graduates Good for learning as entry level,No worklife balance some times working from 9am to 6am Management is a mess,Anonymous Employee,Current Employee,nan,19/09/2019
4,Good exposure to interesting domains,nan,good for the communication system in railway,the benefit to employee is not well as much,nan,Former Employee,nan,02/12/2017
3,Good company to start your career,nan,Since ST is into a large number of domains theres enough scope for good work,Politics at work used to hamper productivity,Anonymous Employee,Former Employee,Singapore,16/04/2018
5,Workplace,nan,Plenty of learning opportunities challenging project Recession proof,Some project with very tight schedule,Anonymous Employee,Current Employee,Singapore,24/10/2019
3,Good for managment ppl not recommend for technique ppl,nan,Stable job with salary paid on time and 13th month bonus,Lower pay compared to outside market,Anonymous Employee,Current Employee,nan,22/07/2018
2,Engineer,nan,work and life balance thats it,bad performance review system at least to me,nan,Current Employee,nan,03/04/2010
